Y,K,L
901454.5102,120437742.2,501.8847783
583449.4604,157335003.2,42.87399237
93344.8241,35090797.11,2.229543758
11889.37889,2563901.674,0.55952437
184106.8846,26979355.51,25.08340873
9673356.13,2329070364,599.5598627
57360.24793,16664949.52,1.39415872
137064.9685,6951541.904,1.078535185
73390.24425,15014200.02,4.18627768
22871.38129,2369647.446,13.61183039
7681612.11,1389218907,143.7148637
2389820.244,672876455.5,39.0977685
740027.3397,128317181.8,49.77973923
16185298.84,3639760766,6581.790269
202039.1163,18297151.31,45.04941823
225421.8733,48849313,42.73065708
55232.77677,8859039.608,8.829064473
1522596.78,280510027.5,132.9834334
225981.6427,38205962.19,11.77835413
1073439.936,55976481.63,44.57803132
103376.2309,26026811.64,3.244830872
1352114.336,280678079.2,29.12008567
1244889.552,487525249.7,69.8938533
485525.8259,164148814.8,34.89455088
1500630.58,260033431,163.927306
7857008.436,1698520146,158.9021042
1217937.054,321560504,26.06225479
27404.68473,6299838.635,2.597046303
14799492.82,2993106621,252.6587544
102316.3102,35179534,4.060875635
14049914.69,2158333147,290.3820206
130076.9853,38341719.18,62.83613877
8032.624115,746435.4924,4.209039034
1805661.265,453758689.2,40.16097884
425858.5534,64898882.77,28.64374359
10789.38094,7508086.434,2.764768394
1286675.423,325243852.2,28.44340532
149171.0121,24079145.3,16.1300169
112953.2659,13771891.99,23.01952583
1234266.454,213681247.5,45.62466218
4261849.043,1051786555,767.6569955
11799917.6,2002746269,3175.714966
610456.5674,132302662.9,13.33876928
3431564.725,1031582930,162.6826213
71289.57773,18594861.65,1.282592185
806025.1352,172682580.1,15.87492678
14158119.73,3210907833,245.1754562
173760.3458,44763725.8,11.04789192
124055.9748,61589377.73,7.129730835
33657091.68,9460858028,638.019892
277394.8004,37156770.65,98.28273177
68762.91986,4908546.116,41.72938679
4904282.118,1154481624,185.3899913
46519.55744,2809290.849,19.05713487
10990.49875,4493269.257,7.821986175
329325.5715,88454065.39,73.79290745
15605.54284,3579556.646,7.146137722
165882.9905,33392368.26,1.894904662
72956.74023,13139635.7,1.516506085
580879.2842,164438287.3,78.32795119
4456.941828,1018889.261,0.579085311
7462468.646,1424359005,243.3340806
55681.3488,10884270.53,21.36713787
48176.97205,10952615.71,1.294525288
69757.28447,21316588.74,7.760464003
51375.52657,6413365.106,57.72307262
24439.46554,7963246.753,7.648306285
53214.41652,14395929.08,4.539557807
54087.32618,31177240.53,39.52958511
1061481.973,246053445,67.84197022
48661.57775,14521466.39,4.600272182
39669.48617,9473126.743,25.70162624
80317.75183,27004551.98,12.2667191
4019420.782,787609657.3,68.72234309
1371193.196,384384696.8,21.42507849
164085.2541,24722505.24,70.50624737
668540.4421,135349623.5,17.10086614
2213471.489,413170879.2,319.4256509
134509.7387,19672379.26,9.184158911
864581.3297,248439534,82.62128912
1345680.938,279513953.5,249.654877
69521.75623,11790190.96,16.30975762
2923048.294,613013131.2,174.4646397
1477879.888,317552418.6,49.72902449
160998.988,34303967.71,16.71023269
1579313.798,632426386.1,106.2635781
53997.51577,6076092.183,30.15824266
306303.6976,14343096.65,73.59340479
90010.8739,10947395.84,33.2363789
700463.4361,233906566.7,15.55535409
44206.49461,4691597.266,16.23213768
205027.3876,30974267.93,19.56674698
2286471.263,467586288.9,45.90316891
27247.08708,4744185.629,3.348719459
319851.6335,60023794.13,31.83436362
39114.11883,10864347.67,14.0697733
2459081.831,632697705,321.2243823
115624.9214,42835690.06,4.689904121
275428.8005,123382050,24.4726631
3898466.788,496800920.9,207.9880852
2763523.977,420227956.2,84.22999998
167259.8977,31321304.29,123.6883716
96542.12054,11068483.89,77.79808638
188097.2576,36014259.72,13.08519941
79132475.78,13996932501,1277.402321
1509311.541,378085382.3,68.01420978
633678.331,68675068.86,319.0955818
2073666.142,515854236.3,127.3284279
96269.69686,16649851.76,30.29396374
37259.77334,6640141.558,40.56228304
86537.33093,32333016.43,13.18517858
3025716.657,658796466.1,145.3494277
5182071.154,1069675886,90.08967131
2375539.268,569557736.5,39.03210214
21731.31462,3120853.729,29.77848139
2811955.956,721919841.1,43.25943212
61774.35477,12172693.7,22.1266244
1060940.304,157953901.4,535.8379537
530385.5236,128208947.2,36.67248715
113541.6453,39167454.94,2.652802269
16422.20686,3410899.576,0.741175865
224934.0729,28979431.65,27.96554062
11099365.08,2570906805,717.3740685
55697.5878,15902430.86,1.493647208
142229.1825,12786633.91,1.281961428
82504.28744,22925510.01,4.828409338
23225.79929,2615673.547,15.6768982
8445960.324,1573312697,149.5489975
2402505.968,744297860.3,41.56895833
1145875.652,183863046.3,55.55705831
28598999.4,6152259841,7046.426699
214049.8484,19317370.99,53.40904592
209550.972,47743346.62,49.20067796
57839.91695,9303810.11,10.45564049
1919082.504,374389884,157.8262049
281802.9167,48139408.34,13.97280476
794335.7695,45202469.85,48.2814952
131786.4571,31524345.24,3.969618349
1521226.604,311881796.7,27.97593505
1268796.153,489366893.9,89.57759052
575474.015,178374123.7,42.0673228
2005767.466,276297773.5,170.818979
8437627.595,1999693561,165.3577411
1152413.917,315916735.7,25.08356021
30535.68424,7570603.73,2.926667327
15609800.87,3294070097,258.7132326
120598.935,35915364.79,4.65289566
15206776.67,2404052689,281.0233682
149422.4873,41794607.62,74.4338565
8945.158789,1220898.502,5.126990697
1919033.121,471150940.7,41.73912024
506951.3722,78263276.22,29.4627233
16470.41059,9019484.405,3.05373948
1687235.749,466857999.4,30.91339236
164136.8158,34553745.01,19.820861
115792.0384,13306472.51,25.92558499
1118241.099,217142817.2,40.81867199
6208946.679,1544302857,870.0001018
14421241.41,2615281346,3522.560174
750874.7928,148046287.2,14.63821323
4385780.205,1171377772,188.8841303
72200.79124,19429524.16,1.490707529
1128372.19,250095475.2,20.30630061
15199629.54,3611950201,230.9243463
198661.8829,55694892.89,11.78699462
166011.9674,76659784.91,11.26175771
36011260.01,11497888739,665.3862132
306126.8811,39150911.63,119.7124946
95981.35042,7355867.608,48.64062035
7127770.523,2023533356,208.5058504
63623.03606,4249703.844,21.89782882
3082.051049,3288347.318,7.321847522
426725.9165,102141701.6,73.61023723
18269.02323,6083809.002,7.712910746
203819.8865,42225748.21,2.189454899
100559.2562,22913163.18,1.773307701
594561.9527,187791130.2,87.45647354
6157.524431,1628210.095,0.743055466
8004201.937,1662370429,349.7321455
63303.99419,13411460.82,23.45404562
62667.90755,14742598.91,1.398354183
45568.13545,19789469.14,9.296743237
56654.68869,7886874.429,74.60693855
28747.68636,6840074.095,8.983260789
66788.94575,18877727.99,4.827949365
54422.63035,31657280.46,43.33973413
1766930.488,440902763.9,80.69360719
53755.65341,15162197.79,5.260751439
43845.17851,9171455.95,30.2830683
81446.86139,25878597.23,14.42531925
4494642.068,889303569.6,74.10025456
1660534.697,398806183.3,21.86061253
210730.0937,35707967.79,81.4211117
778395.8874,149211927.4,18.03640578
2753662.579,528899849.7,368.6552732
167845.4242,27421028.81,10.87262049
1149885.689,275954046.6,99.43084332
1505415.054,323449524.1,290.4714394
99318.32815,13187046.08,18.3609202
3417040.427,613403229.3,173.5137845
1606423.403,395061978,48.56439294
174740.1315,43007487.32,20.8321558
1389791.109,570856160.5,121.2687915
35518.8945,5854332.451,23.36058088
394231.7601,15633118.77,88.48946177
97745.8073,13076468.43,34.79965302
1111456.986,331968358.6,17.70501325
33950.07421,4573575.577,15.04629423
278225.4416,38210584.53,21.11632995
2353614.705,487693293.9,44.16315258
30997.24688,6207109.59,3.858466659
468290.6711,69758184.69,41.55645282
37192.73438,9621912.503,16.01538019
3626842.789,1118363069,327.8070092
127345.2607,39168414.92,5.199048427
330252.5441,135261574.9,28.42237831
26971.70846,3013256.014,32.46371378
